Date,Close,High,Low,Open,Volume
2025-01-02,144.4380645751953,147.7554925741412,144.13035379366204,147.00546588472588,4970200
2025-01-03,143.89956665039062,145.15924112026224,143.81302849769585,145.15924112026224,5218100
2025-01-06,140.6494598388672,144.18804578910408,140.48599398847168,143.85150362856893,9470600
2025-01-07,139.8128662109375,142.28411865430377,139.7551741133806,140.8321470667822,7473300
2025-01-08,140.9090576171875,141.03406694134497,139.00514506883073,139.81286376541166,6791800
2025-01-10,137.15892028808594,139.97633985104727,136.07233692921028,139.4282356062304,9632700
2025-01-13,138.94747924804688,139.5628861816935,136.67816342913892,137.30318082320895,8101400
2025-01-14,139.3801727294922,139.5628741690216,138.04358522275172,138.64938164383193,6996400
2025-01-15,139.21670532226562,140.582138864958,138.6301444994052,139.89942942984044,7141600
2025-01-16,140.9090576171875,141.1494511344406,138.16858032397587,138.51474757571856,5068000
2025-01-17,142.55335998535156,142.90913770631786,141.51485819913114,142.04372688736234,7338900
2025-01-21,142.84182739257812,144.02455936024782,142.09180081088948,142.63027992877306,7456200
2025-01-22,142.39952087402344,143.70726238318366,142.1110456772682,142.5341406761815,5905100
2025-01-23,142.9091339111328,143.21684465700696,140.97637530814967,142.78413925902038,4759100
2025-01-24,143.3899383544922,143.5726397979776,142.43798929784808,143.10147783578654,4509600
2025-01-27,148.66897583007812,149.49593016323558,145.1015293757999,145.12076496655894,9820600
2025-01-28,144.4765167236328,148.6689806244415,144.35150738835287,148.22665005745972,6349700
2025-01-29,144.59188842773438,146.15925885937276,144.45726864463055,145.32269411240304,4874100
2025-01-30,146.06309509277344,147.19776012294338,144.84190659030946,145.46692386566644,4671300
2025-01-31,144.8996124267578,145.86118658615237,144.49575304050697,144.96691498823765,4905500
2025-02-03,144.49575805664062,145.32271244932573,143.11108887145087,144.00534582795223,7196200
2025-02-04,137.9762725830078,142.07257295777723,137.50509599297558,140.48598156530232,12804900
2025-02-05,140.06289672851562,140.18789139299201,137.2166307374628,137.8801192604845,9248100
2025-02-06,139.76480102539062,141.25522913945468,138.42821361595307,140.63982230357962,5604900
2025-02-07,139.02438354492188,139.57247314596128,138.37050553474063,139.4378533604028,5872300
